page,clicks,impressions,ctr,position
https://serenfermera.com/usted-pregunto-por-que-eructo-cuando-recibo-un-masaje/,55,2760,0.019927536231884056,8.692028985507246
https://serenfermera.com/,39,349,0.11174785100286533,33.5730659025788
https://serenfermera.com/cuanto-ganan-los-fisioterapeutas-de-la-nba/,39,649,0.060092449922958396,28.16949152542373
https://serenfermera.com/auxiliar-de-enfermeria-en-dubai/,37,536,0.06902985074626866,23.28358208955224
https://serenfermera.com/usted-pregunto-se-puede-llevar-un-masajeador-personal-en-un-avion/,33,1131,0.029177718832891247,9.942528735632184
https://serenfermera.com/pregunta-frecuente-tengo-que-desvestirme-para-el-quiropractico/,30,838,0.03579952267303103,10.013126491646778
https://serenfermera.com/mejor-respuesta-se-puede-contraer-la-sifilis-por-un-masaje/,24,75,0.32,20.293333333333333
https://serenfermera.com/puede-un-fisioterapeuta-ordenar-una-resonancia-magnetica/,24,605,0.03966942148760331,8.907438016528925
https://serenfermera.com/pros-y-contras-farmaceuticos/,17,848,0.020047169811320754,21.8125
https://serenfermera.com/horario-enfermeria-centro-de-salud-mislata/,15,280,0.05357142857142857,26.614285714285714
https://serenfermera.com/cuanto-gana-un-auxiliar-de-enfermeria-en-italia/,13,908,0.014317180616740088,24.115638766519822
https://serenfermera.com/cuidados-de-enfermeria-a-pacientes-neurologicos/,11,210,0.05238095238095238,45.91904761904762
https://serenfermera.com/respuesta-rapida-funciona-la-acupuntura-para-las-trompas-de-falopio-bloqueadas/,11,67,0.16417910447761194,32
https://serenfermera.com/como-se-abrevia-auxiliar-de-enfermeria/,9,2964,0.003036437246963563,13.90080971659919
https://serenfermera.com/caducan-las-pastillas-homeopaticas/,8,299,0.026755852842809364,17.62876254180602
https://serenfermera.com/ejemplo-calculo-balance-hidrico-auxiliar-enfermeria/,8,1427,0.005606166783461808,69.98318149964962
https://serenfermera.com/ejemplo-memoria-final-de-practicas-auxiliar-de-enfermeria/,8,101,0.07920792079207921,22.316831683168317
https://serenfermera.com/global-working-auxiliar-de-enfermeria-noruega/,8,144,0.05555555555555555,56.24305555555556
https://serenfermera.com/alba-nerin-auxiliar-enfermeria-mutua-terrassa/,7,19,0.3684210526315789,9.157894736842104
https://serenfermera.com/auxiliar-enfermeria-en-tanatorio/,7,92,0.07608695652173914,7.010869565217392
https://serenfermera.com/el-sindrome-de-ovario-poliquistico-es-curable-en-homeopatia/,7,73,0.0958904109589041,54.52054794520548
https://serenfermera.com/mejor-respuesta-por-que-me-duele-tanto-despues-del-quiropractico/,7,222,0.03153153153153153,69.08108108108108
https://serenfermera.com/proyecto-tecnico-supervision-enfermeria/,7,58,0.1206896551724138,51.39655172413793
https://serenfermera.com/puede-la-homeopatia-curar-la-enfermedad-del-higado/,7,363,0.01928374655647383,67.01928374655647
https://serenfermera.com/respuesta-rapida-se-puede-calentar-aceite-de-bebe-para-masajes/,7,135,0.05185185185185185,9.962962962962964
